wavelength   transmission
  0.503106254   75.73871297
  0.506042905   76.43891055
  0.507444488   77.00130624
  0.510214283   77.50190452
  0.512023734   78.22600589
  0.514144648   78.74748375
  0.516120954   79.32286505
  0.518543135   80.04063817
  0.520285658   80.56698477
  0.521977569   81.36506344
  0.524320215   81.94935019
  0.526098891    82.5321739
  0.528268008   83.13769379
  0.530161055   83.79463168
  0.533273661   84.56858668
  0.535599622    85.2787427
  0.538149539   85.70709498
  0.540415061   86.29752649
  0.544319471   86.68455746
  0.548223881   87.01067513
  0.552128291   87.20728208
  0.556032701   87.27038357
  0.559973262   87.00838516
   0.56384152   86.73792232
  0.567529019    86.3540284
  0.570869458   85.79116245
  0.573006038   85.38093277
  0.576133181   84.83563283
  0.579258934   84.19170988
  0.582881544   83.54306999
  0.585059425   82.99420266
  0.588135627    82.5021498
  0.590413199   82.02392699
  0.593688565   81.40417364
  0.596703638   80.82245421
  0.598161766   80.12871945
  0.601005719   80.19390737
  0.604042482   79.59312009
  0.607260005   79.51121537
  0.610303999   78.86357269
  0.612972012   78.54278556
  0.616767967   78.22663351
  0.620672377   77.93607828
  0.623871824   77.66257699
   0.62761355   77.53677474
   0.63151796   77.36151544
  0.635225177   77.31548466
   0.63932678   77.33596951
   0.64323119   77.43282691
    0.6471356   77.55444995
   0.65104001   77.76165015
  0.654944419   77.99904407
  0.658848829   78.21084118
  0.662666475   78.52444287
  0.666657649    78.8397188
  0.670562059   79.19295994
  0.673164999   79.50241169
  0.676505439   79.73194592
  0.680706851   80.06593503
  0.684247213   80.41675417
  0.688312664   80.86046141
  0.692253226   81.23401334
    0.6962444   81.54068151
  0.700062046   81.92829939
  0.704096603   82.11468628
  0.707870866   82.39925365
  0.711775276   82.62842063
  0.715679686   82.83383974
  0.719584095   82.80491822
  0.723401741   83.05391129
  0.727392915   83.12897492
  0.731297325   83.24732415
  0.735201735   83.20491723
  0.739106145   83.13169745
  0.743010555   83.11201216
  0.747045112   82.93312282
  0.750185326   82.75392945
  0.754289962   82.79526641
  0.758076056   82.52671497
  0.762272311   82.35891195
  0.766003192   82.15203829
  0.769907602   82.07214366
  0.775877388   81.81221274
  0.779431364   81.28693368
  0.783873834   81.02429416
  0.786826711   80.77975045
  0.790731121   80.49905906
  0.794635531   80.14525815
  0.798539941   79.88642329
  0.801977157   79.48838609
  0.804613468   79.06530663
  0.808517878   78.90851978
  0.812422288   78.57482823
  0.816326698   78.30444172
  0.820231108   78.14081887
  0.824017202   77.88924099
  0.826087723   77.62698698
  0.833679631   77.18769372
  0.836770622    76.9244231
  0.840186981   76.77477333
  0.844091391    76.5262688
  0.847995801   76.29581264
  0.851900211   76.08920614
  0.855804621   75.90064803
  0.859709031   75.69404153
  0.863613441   75.49574678
  0.867517851   75.28486566
   0.87142226   75.11886803
   0.87532667   74.96925642
   0.87923108   74.74829942
   0.88313549   74.56696744
    0.8870399   74.39242057
   0.89094431   74.18954588
   0.89484872   74.02080027
   0.89875313   73.85836482
   0.90265754   73.66193598
   0.90656195   73.45434563
   0.91046636   73.25638166
   0.91437077   73.09483675
   0.91827518   72.92527694
   0.92217959   72.76331644
     0.926084    72.6039682
   0.92998841   72.35733806
   0.93389282   72.21497803
   0.93779723   71.98637082
   0.94170164   71.76461657
   0.94560605    71.5405045
   0.94951046   71.30567195
   0.95341487   71.07036445
   0.95731928   70.80981635
   0.96122369   70.58860491
  0.965128099   70.34103332
  0.970333979   69.86830711
  0.974238389   69.79381446
  0.977275153   69.37995688
  0.981297878   69.24309202
  0.985120125   69.06547566
  0.988988383   68.70053021
  0.992892793   68.37518434
  0.996797202   68.08332297
  1.000701612   67.72830923
  1.004606022   67.43490425
  1.008510432   67.07654883
  1.012414842   66.71244304
  1.016319252    66.3914566
  1.020223662   66.03069248
  1.024128072   65.65744375
  1.028032482   65.25841163
  1.031936892   64.85741182
  1.035841302   64.45525854
  1.039745712   64.02881458
  1.043650122    63.6046097
  1.047265316   63.15242475
  1.050467346   62.73836966
  1.054061882   62.37459707
  1.056664822    61.9713921
  1.059918497   61.61449018
  1.062159917    61.2160825
  1.065341288   60.87597902
  1.069028787   60.36755189
  1.072824741   59.80250092
  1.074798637   59.40112581
  1.077878783   59.18285316
  1.079775774   58.68592544
  1.083128045   58.08000736
  1.086550429   57.59051159
  1.089008761   57.13730886
  1.091997322   56.69134924
  1.095178693    56.1810668
  1.097128707   55.70560816
   1.10033637     55.202612
  1.102433183   54.71870243
  1.105638655   54.23789704
   1.10795238   53.75051434
  1.110892738   53.17137612
  1.114037957   52.51383958
  1.116899522   51.90918381
  1.119569205   51.31134267
  1.122973049   50.62924127
  1.125603293   50.04933884
  1.127088809   49.51034846
  1.130138718   49.20580974
  1.131412581   48.74129902
  1.134452682   48.06121211
  1.137289219   47.38562882
  1.139919462   46.76510043
  1.142236473   46.19898949
  1.145098039   45.52568883
  1.147767721   44.84805141
  1.150449538   44.25986939
  1.152934162    43.6186768
  1.155142717   43.03857793
  1.157311834   42.46722954
  1.159480951   41.91957812
  1.161346391   41.42414659
  1.164144552   40.78037778
  1.166422124   40.16511914
  1.169458887   39.45017032
  1.172228682   38.89896929
  1.173989931   38.24846219
  1.176725428   37.59950277
  1.179397385   36.93417467
  1.181475794    36.3278105
  1.184100425   35.75471282
  1.186772382   35.14636458
  1.189020376   34.51183373
  1.191583877   33.89870199
  1.194147379   33.29620475
  1.196163123   32.73390059
  1.198284037   32.13687905
  1.200347108   31.62248738
  1.203188651   31.05875315
  1.205505662   30.42232266
  1.208117366   29.87881248
  1.209122734   29.37896215
  1.212082029   29.05432659
  1.213708867    28.5451319
  1.216311807     27.909149
  1.218796431   27.34341855
  1.221324876   26.80113046
  1.223867563   26.20553591
  1.226605251   25.69300687
  1.229001139   25.14756814
   1.23202956   24.60170157
  1.235163402   23.99530377
  1.238303312   23.34913889
  1.241039737   22.76981229
  1.244231437   22.14875238
   1.24739215    21.5504968
  1.251234585   21.01678984
  1.253259094   20.54042764
  1.256256924   20.05774232
  1.259224164    19.4299177
  1.262494272   19.06682273
  1.264505635   18.69516003
  1.267542398    18.1089268
  1.271190458   17.64895439
  1.274540538   17.09885186
  1.276884389    16.6362136
  1.280517659   16.19246338
  1.284205158   15.63153542
  1.287675744   15.13399096
  1.291363243   14.59023675
  1.295267653   14.08202377
  1.299172063   13.61090836
  1.303076473   13.09729274
  1.306980882   12.61317538
  1.310885292   12.13088151
  1.314789702   11.67242032
  1.318694112   11.22853864
  1.322598522   10.85617198
  1.326502932    10.4694209
  1.330407342   10.08470534
  1.334311752   9.733915323
  1.338216162   9.447329376
  1.342120572   8.897209883
  1.346024982   8.669332072
  1.349929392   8.295811945
  1.353833802   8.035569175
  1.357738212   7.707203934
  1.361642622   7.442652621
  1.365547032   7.137254966
  1.369451442   6.902388495
  1.373355852   6.629525427
  1.377260262   6.403208191
  1.381164672   6.117792675
  1.385069082   5.859788991
  1.388973492   5.607891902
  1.392877902   5.359048112
  1.396782312   5.154307515
  1.400686721   4.946276142
  1.404591131   4.771831047
  1.408495541    4.57438444
  1.412399951   4.432372156
  1.416304361   4.279198371
  1.420208771   4.160459002
  1.424113181   4.054780965
  1.428017591   3.918705649
  1.431922001   3.769806481
  1.435826411   3.636818388
  1.439730821   3.522116158
  1.443635231   3.392215289
  1.447539641    3.29437405
  1.451444051   3.171360064
  1.455348461   3.043121547
  1.459252871   2.964753564
  1.463157281   2.860025441
  1.467061691   2.714688454
  1.470966101   2.638813997
  1.474870511   2.530167475
  1.478774921   2.438398907
  1.482679331   2.352058423
  1.486583741   2.268228429
  1.490488151   2.184635914
   1.49439256   2.089644419
   1.49829697    2.02362533
  1.501116822   1.995840318
