wavelength transmission
2.5001837635066173 -0.07333329
2.5007864973534173 -0.006970809
2.5013901475745146 0.02390749
2.5019934632918774 0.04835225
2.502597070109506 0.07584869
2.5032009682381346 0.02839463
2.503805784792885 0.007328937
2.50441026647927 0.02854945
2.5050150401103006 0.0432775
2.5056201058975285 0.01508561
2.5062260921694723 0.02274509
2.5068317432081777 0.004059731
2.50743768703918 -0.0348274
2.508043923874848 -0.009162421
2.5086504539277565 -0.04649924
2.509257907048054 -0.07795196
2.5098650244787137 0.004811362
2.5104724357657973 0.04138833
2.5110807716752097 -0.001269518
2.511688771620931 -0.006190703
2.5122970660641175 0.03781968
2.51290565521879 0.02648431
2.5135151710748698 0.0227788
2.5141243506016804 0.04947284
2.514733825483508 0.05542627
2.515343595935205 0.04948192
2.515954295174274 0.04992548
2.516564657718266 0.01984485
2.5171753164781596 -0.0593271
2.5177862716696424 -0.03679318
2.51839815774138 -0.05605279
2.519009706752004 -0.02335364
2.519621552842763 0.02519354
2.5202336962301843 -0.03393042
2.52084677259769 -0.0392948
2.52145951153782 -0.02940286
2.5220725484256845 -0.01219859
2.5226858834786525 0.04709225
2.5233001536185133 0.03142672
2.523914085964514 0.02445944
2.524528317129228 0.05365331
2.5251428473308732 0.03221605
2.5257576767878827 0.0003389271
2.5263734439750163 -0.02130082
2.5269888729098957 -0.02887944
2.5276046017569382 0.01841586
2.5282212699255435 0.05487956
2.5288375995666583 0.04853702
2.5294542297786577 0.03958799
2.530071160781468 0.04306826
2.530689033233768 0.03110326
2.531306566791435 0.05069956
2.531924401801211 0.1025922
2.5325425384838836 0.1144649
2.53316161875107 0.03429508
2.5337803597562707 -0.03071082
2.534399403098252 -0.008804051
2.5350187489986675 0.01114062
2.5356383976793833 0.03076091
2.5362589926232904 0.02263737
2.5368792478457456 0.04145858
2.5374998065156396 0.06985093
2.5381213130615277 0.08888286
2.5387424796100895 0.05060432
2.539363950275191 -0.004420624
2.539985725280224 -0.04405462
2.540608450317767 0.007820203
2.541230834990004 0.004082901
2.5418535246738987 -0.06399141
2.5424765195937225 -0.138402
2.5431004667097974 -0.1048249
2.5437240730923847 0.004977375
2.5443479853852646 0.03751207
2.54497220381359 0.05495493
2.545596728602732 0.03153714
2.5462222083028743 -0.007751091
2.5468473468090425 -0.004241269
2.5474727923537097 -0.008843048
2.54809919444392 0.01080662
2.5487252550636796 0.05651459
2.5493516234016207 0.08017822
2.54997829968467 0.02216512
2.5506059346988765 0.003369716
2.5512332278738556 0.01038559
2.551860829676304 -0.01814527
2.552488740334044 -0.04700401
2.553116960075123 -0.1223913
2.5537461412895808 -0.05903419
2.554374980203594 0.05398972
2.5550041288866723 0.0931586
2.5556335875677627 0.0651571
2.5562640099244396 -0.0175441
2.556894089611467 -0.0631654
2.5575244799849415 -0.0508121
2.558155835690674 0.02538434
2.558786848449708 0.09310284
2.5594181725856626 0.07443713
2.5600498083290706 0.007952507
2.560682411619967 0.001332207
2.561314671594636 0.1157749
2.5619472438699646 0.1314728
2.5625801286773986 0.1810359
2.5632133262486114 0.2611256
2.563847494146736 0.1667441
2.5644813182664925 -0.009651218
2.5651154558466676 -0.04864578
2.5657499071198533 0.04212483
2.5663853309520697 0.03503112
2.567020410635987 0.0553802
2.5676558047123157 0.01206237
2.568292173026871 -0.05239673
2.5689281969155395 0.02693382
2.5695645358981016 0.1246977
2.570201190208767 0.146764
2.5708388210030337 0.04529132
2.5714761070011782 -0.0174203
2.572113709031694 -0.05244191
2.572751627329723 0.01155947
2.573389862130638 0.1779104
2.574029076232445 0.1816146
2.5746679450751238 0.03907806
2.575307131128458 -0.01027398
2.5759466346287594 0.03395272
2.5765871196925203 0.08107469
2.5772272591265413 -0.03600094
2.5778677167181168 -0.08829879
2.578509157575273 -0.07880803
2.579150252524601 -0.001639844
2.5797916663441924 0.08340029
2.580433399272008 0.001317873
2.581075451546245 -0.1014828
2.5817184899322014 -0.02979799
2.582361181946713 0.01722966
2.58300419402391 0.02471605
2.5836475264029404 -0.01662405
2.5842918471794523 0.1479467
2.584935821213431 0.1012959
2.5855801162683667 -0.02030341
2.5862254014403723 -0.08349523
2.5868703395914037 -0.0655748
2.58751559948467 -0.1576271
2.588161181360995 -0.09632756
2.5888077556538267 0.01082762
2.5894539825543306 0.113457
2.5901005321620554 0.1490758
2.5907474047187873 0.1199115
2.591394600466555 0.06020904
2.5920427915160364 0.003188325
2.5926906347088163 -0.03386308
2.5933388018204204 -0.05966409
2.5939872930938463 -0.1235323
2.5946367819861633 -0.1476223
2.5952859226500986 0.05817359
2.595935388206562 0.0134078
2.5965858531251604 0.105427
2.5972359695365 0.08608355
2.5978864115732723 0.002905457
2.5985371794801835 0.008718009
2.5991889490803293 0.02348455
2.599840369801294 0.02587523
2.600492117128246 -0.01263381
2.6011441913068722 -0.01727425
2.601796592583111 0.01843338
2.602449998477567 0.04218727
2.603103055027776 0.04512388
2.603756439415144 -0.01816748
2.6044101518865954 -0.09637556
2.6050648713254256 -0.0454361
2.605719241047791 0.07224768
2.6063739395967627 0.1247652
2.6070296468804415 0.02371943
2.6076850041683843 -0.09732675
2.608340691027699 -0.0309976
2.6089967077070546 0.004054058
2.6096530544553693 -0.05054955
2.6103104128936803 0.02231915
2.6109674208707156 0.09959174
2.6116247596652316 0.09926976
2.6122824295271507 0.08806951
2.6129411134525964 0.1332318
2.6135994465441814 0.1100257
2.6142581114547117 0.0305613
2.614917108435121 0.0194626
2.615577121860784 0.008378844
2.6162367840798852 -0.09517366
2.6168967791234445 -0.1531574
2.617557792404109 0.1155787
2.6182184541985882 0.1800174
2.6188794495743926 0.08753669
2.6195407787842346 0.04638692
2.62020244208108 0.07780579
2.620865126611373 0.0680591
2.621527459189371 0.02593335
2.622190126615072 0.006900643
2.622853129142469 0.05428782
2.6235171553098544 0.09406322
2.6241808291519195 0.04694486
2.6248448388594627 0.01472881
2.6255091846875054 0.0216143
2.6261745565704264 0.050082
2.626839575754901 0.09171458
2.627504931826757 0.1066488
2.6281713157703153 0.0608165
2.628837346735496 0.0739112
2.629503715357275 0.1107459
2.630170421892487 0.1319302
2.63083746659823 0.1328167
2.6315055422138225 0.211571
2.6321732643844324 0.1464711
2.6328413254986995 0.01676356
2.633509725814769 -0.1191241
2.634179159480846 -0.1762179
2.6348482393285355 -0.05014767
2.6355176591542993 0.0441107
2.6361874192173316 0.07967576
2.636858215079032 0.08006056
2.637528656748856 0.02131474
2.6381994394353834 0.003862854
2.638870563398865 -0.008473616
2.639542725618214 0.003004083
2.6402145332721156 0.0144026
2.640886682985586 0.01021267
2.641559175019937 0.08421779
2.6422327077759324 0.1449719
2.6429058855928327 0.08670229
2.643579406516423 0.05419162
2.6442532708090836 0.04065306
2.6449281782977825 -0.0002214459
2.6456027304736662 0.005491422
2.646277626807639 0.09343734
2.646953568199288 0.0547404
2.6476291539977614 0.03055533
2.6483050847457625 0.04173606
2.6489813607075536 0.05761572
2.6496579821476645 0.04606081
2.650335651758617 0.04955673
2.6510129653091092 0.03123572
2.651690625133413 0.026989
2.6523686314971426 0.04682958
2.6530476885322014 0.007314641
2.6537263891328844 -0.06476146
2.6544054370717447 -0.09381954
2.655084832615487 -0.04439628
2.655765281339823 0.008892297
2.656445373255811 0.02385985
2.65712581357871 -0.004262717
2.6578073089700998 0.005159247
2.6584884472726036 0.01585551
2.6591699347865165 0.0176717
2.659851771780462 -0.002247139
2.6605339585233403 0.02674201
2.6612172034918364 0.06134653
2.6619000909038877 0.04209157
2.6625833288735063 -0.03554179
2.663266917670696 -0.02263325
2.6639515672293466 0.04742493
2.664635858857436 0.04984144
2.66532050212506 0.1079978
2.6660054973033356 0.245401
2.666691555787854 0.1706228
2.6673772559676565 0.01272558
2.6680633088734185 0.1042257
2.6687497147773747 0.1015035
2.669437186541338 -0.07544796
2.670124299626396 -0.1318215
2.6708117665283186 0.3879635
2.671499587520464 0.1332512
2.6721884769354056 0.04633404
2.672877007297222 0.04300853
2.67356589257131 0.0553163
2.6742551330321587 0.05040235
2.6749454444876597 0.0007905395
2.6756353965157875 -0.0673015
2.6763257045561235 -0.1325319
2.677016368884289 -0.0631534
2.6777081067880704 0.2013995
2.6783994848902113 0.06110606
2.6790912201090444 0.1420053
2.6797833127213337 0.08922045
2.680476481499351 -0.06300414
2.681169290101445 -0.05204148
2.681862456929289 -0.06400076
2.682555982260794 -0.08459999
2.6832505863573344 -0.1132388
2.6839448299036546 -0.07198041
2.6846394327893806 -0.01475829
2.6853343952935758 0.01955683
2.686030439171349 0.007149014
2.686726122124598 -0.06035328
2.687422165535531 0.001800199
2.688118569684366 -0.01912285
2.688816057824603 -0.03212537
2.6895131846660094 -0.03720332
2.69021067308802 -0.007585076
2.6909085233720207 0.02711406
2.6916074602745654 0.06765296
2.6923060355039783 0.04334738
2.693004973441585 0.1068443
2.693704274369942 0.1652414
2.694403938571901 -0.04656116
2.69510469268934 -0.115899
2.695805084665802 -0.09743804
2.6965058407664766 -0.02901575
2.6972076887681258 -0.01691411
2.6979091743480637 -0.04247177
2.698611024905481 -0.03478253
2.6993132407252944 0.02739781
2.7000165511014584 0.07339561
2.7007194986816434 0.06160051
